"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Chocolate_Type"
"Domori","Java, Javablond",192,2007,70,"Italy",3.75,"Indonesia","Deserowa"
"Domori","Ecuador",192,2007,70,"Italy",4,"Ecuador","Deserowa"
"Domori","Ocumare 67, Puertofino",192,2007,70,"Italy",4,"Venezuela","Deserowa"
"Domori","Sur del Lago Classificado",87,2006,70,"Italy",3,"Venezuela","Deserowa"
"Domori","Apurimac",87,2006,70,"Italy",3.25,"Peru","Deserowa"
"Domori","Carenero Superior",87,2006,70,"Italy",3.5,"Venezuela","Deserowa"
"Dormouse","Non Pariel Estate",1880,2016,75,"U.K.",2.75,"Grenada","Gorzka"
"Dormouse","Rio Caribe, Batch 7",1672,2015,70,"U.K.",2.5,"Venezuela","Deserowa"
"Dormouse","Colombia, Batch 9",1676,2015,80,"U.K.",2.75,"Colombia","Gorzka"
"Dormouse","Madagascar, Batch 8",1676,2015,77,"U.K.",2.75,"Madagascar","Gorzka"
"Duffy's","Rio Dulce, Xoco",1662,2015,70,"U.K.",4,"Guatemala","Deserowa"
"Duffy's","Chuno, Xoco",1331,2014,70,"U.K.",3.5,"Nicaragua","Deserowa"
"Duffy's","Rico Rugoso, Xoco",1331,2014,76,"U.K.",3.75,"Nicaragua","Gorzka"
"Duffy's","Ocumare",923,2012,72,"U.K.",3.75,"Venezuela","Gorzka"
"Duffy's","Indio Rojo, Xoco",623,2011,72,"U.K.",3.75,"Honduras","Gorzka"
"Duffy's","Dominican Republic",661,2011,65,"U.K.",3.5,"Dominican Republic","Deserowa"
"Duffy's","Bocas del Toro, Tierra Oscura",697,2011,72,"U.K.",3,"Panama","Gorzka"
"Duffy's","Nicaliso, Xoco",697,2011,71,"U.K.",3.25,"Nicaragua","Gorzka"
"Duffy's","Ocumare",765,2011,71,"U.K.",3.5,"Venezuela","Gorzka"
"Duffy's","Panama",516,2010,70,"U.K.",3.5,"Panama","Deserowa"
"Duffy's","Corazon del Ecuador, Calceta beans",516,2010,72,"U.K.",3.75,"Ecuador","Gorzka"
"Duffy's","Star of Ecuador",523,2010,70,"U.K.",2.5,"Ecuador","Deserowa"
"Duffy's","Star of Peru",523,2010,70,"U.K.",3.75,"Peru","Deserowa"
"Dulcinea","Dominican Republic",1506,2015,70,"U.S.A.",3.25,"Dominican Republic","Deserowa"
"Durand","Madagascar",841,2012,82,"France",2.75,"Madagascar","Gorzka"
"Durci","Maranon, Joya Rara",1626,2015,70,"U.S.A.",3.5,"Peru","Deserowa"
"Durci","Rio Caribe, Tepui Treasure",1626,2015,70,"U.S.A.",3.5,"Venezuela","Deserowa"
"Durci","Taino Secret",1630,2015,70,"U.S.A.",3.25,"Domincan Republic","Deserowa"
"Durci","Carenero, Empyrean Sabor",1630,2015,70,"U.S.A.",3.25,"Venezuela","Deserowa"
"Durci","Corona Arriba",1630,2015,70,"U.S.A.",4,"Ecuador","Deserowa"
"East Van Roasters","Peru",1343,2014,70,"Canada",3.25,"Peru","Deserowa"
"East Van Roasters","Madagascar",1343,2014,70,"Canada",3.5,"Madagascar","Deserowa"
"East Van Roasters","Dominican Republic",1343,2014,70,"Canada",3.75,"Dominican Republic","Deserowa"
"Eau de Rose","Tumaco",1812,2016,70,"Canada",3.25,"Colombia","Deserowa"
"Eau de Rose","Arauca",1812,2016,70,"Canada",3.25,"Colombia","Deserowa"
"Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,72,"U.S.A.",2.75,"Peru","Gorzka"
"Edelmond","Porcelana",1876,2016,68,"Germany",3,"Venezuela","Deserowa"
"El Ceibo","Alto Beni, Covendo Region",709,2011,75,"Bolivia",3.75,"Bolivia","Gorzka"
"El Ceibo","Alto Beni",252,2008,71,"Bolivia",2.75,"Bolivia","Gorzka"
"El Rey","San Joaquin",1662,2015,70,"Venezuela",3.75,"Venezuela","Deserowa"
"El Rey","Rio Caribe, Cariaco",439,2009,60,"Venezuela",2.75,"Venezuela","Deserowa"
"El Rey","Rio Caribe, Macuro",439,2009,70,"Venezuela",3,"Venezuela","Deserowa"
"El Rey","Carenero Superior, Apamate",206,2008,74,"Venezuela",2.5,"Venezuela","Gorzka"
"El Rey","Carenero Superior, Bucare",206,2008,58,"Venezuela",2.5,"Venezuela","Deserowa"
"El Rey","Carenero Superior, Mijao",206,2008,61,"Venezuela",3,"Venezuela","Deserowa"
"El Rey","Carenero Superior, Gran Saman",32,2006,70,"Venezuela",2.75,"Venezuela","Deserowa"
"Emerald Estate","Emerald Estate",1137,2013,60,"St. Lucia",2.75,"St. Lucia","Deserowa"
"Emerald Estate","Emerald Estate",1137,2013,70,"St. Lucia",3.25,"St. Lucia","Deserowa"
"Emily's","Patanemo",1450,2015,79,"Japan",3,"Venezuela","Gorzka"
"Emily's","Peru",1454,2015,78,"Japan",3.5,"Peru","Gorzka"
"ENNA","Wampusirpi, batch 007",1916,2016,75,"U.S.A.",3.25,"Honduras","Gorzka"
"Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,80,"Spain",3.25,"Sao Tome & Principe","Gorzka"
"Erithaj (A. Morin)","Ben Tre",1205,2014,70,"France",3.25,"Vietnam","Deserowa"
"Erithaj (A. Morin)","Ham Luong",1209,2014,80,"France",3,"Vietnam","Gorzka"
"Erithaj (A. Morin)","Ba Lai",1209,2014,74,"France",3.25,"Vietnam","Gorzka"
"Escazu","Rio Caribe",903,2012,70,"U.S.A.",2.75,"Venezuela","Deserowa"
"Escazu","Guapiles",414,2009,65,"U.S.A.",2,"Costa Rica","Deserowa"
"Escazu","Carenero Superior",423,2009,81,"U.S.A.",3.5,"Venezuela","Gorzka"
"Escazu","Carenero, Guapiles, Ocumare blend",431,2009,74,"U.S.A.",2.75,"Cost Rica, Ven","Gorzka"
"Escazu","Ocumare",252,2008,72,"U.S.A.",3,"Venezuela","Gorzka"
"Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,55,"U.S.A.",2.5,"Peru, Madagascar","Deserowa"
"Ethel's Artisan (Mars)","Trinidad",666,2011,55,"U.S.A.",2.5,"Trinidad","Deserowa"
"Ethel's Artisan (Mars)","Porcelana",666,2011,70,"U.S.A.",2.5,"Venezuela","Deserowa"
"Ethel's Artisan (Mars)","Red Vanilla",666,2011,62,"U.S.A.",2.75," ","Deserowa"
"Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,62,"U.S.A.",2.5,"Venezuela, Trinidad","Deserowa"
"Ethereal","Belize",1275,2014,80,"U.S.A.",3,"Belize","Gorzka"
"Ethereal","Ecuador",1275,2014,80,"U.S.A.",3.5,"Ecuador","Gorzka"
"Ethereal","Dominican Republic",1275,2014,80,"U.S.A.",3.75,"Dominican Republic","Gorzka"
"Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,75,"U.S.A.",2.75,"Brazil","Gorzka"
"Feitoria Cacao","Blue Mountain",1732,2016,76,"Portugal",3,"Jamaica","Gorzka"
"Feitoria Cacao","Cuyagua",1736,2016,76,"Portugal",2.5,"Venezuela","Gorzka"
"Feitoria Cacao","Maya Mountain",1736,2016,76,"Portugal",2.75,"Belize","Gorzka"
"Felchlin","Grenada",494,2010,58,"Switzerland",3.5,"Grenada","Deserowa"
"Felchlin","Supremo- SF",105,2006,62,"Switzerland",2," ","Deserowa"
"Felchlin","Elvesia P.",105,2006,74,"Switzerland",3,"Dominican Republic","Gorzka"
"Felchlin","Madagascar, Grand Cru",48,2006,64,"Switzerland",3,"Madagascar","Deserowa"
"Felchlin","Maracaibo Clasificado",48,2006,65,"Switzerland",3,"Venezuela","Deserowa"
"Felchlin","Arriba",48,2006,72,"Switzerland",3.5,"Ecuador","Gorzka"
"Felchlin","Alto Beni, Cru Savage",56,2006,68,"Switzerland",4,"Bolivia","Deserowa"
"Finca","Puerto Rico",1283,2014,65,"U.S.A.",2.25,"Puerto Rico","Deserowa"
"Finca","Dominican Republic",1283,2014,80,"U.S.A.",3,"Dominican Republic","Gorzka"
"Finca","Dominican Republic",1283,2014,70,"U.S.A.",3.25,"Dominican Republic","Deserowa"
"Finca","Dominican Republic",1287,2014,85,"U.S.A.",2.5,"Dominican Republic","Gorzka"
"Forever Cacao","Rio Eni",1267,2014,72,"U.K.",2.75,"Peru","Gorzka"
"Forteza (Cortes)","Dominican Republic",1776,2016,70,"Puerto Rico",2.75,"Domincan Republic","Deserowa"
"Forteza (Cortes)","Puerto Rico",1776,2016,80,"Puerto Rico",2.75,"Domincan Republic","Gorzka"
"Fossa","Akesson's E., Sambirano V.",1772,2016,70,"Singapore",2.75,"Madagascar","Deserowa"
"Fossa","Camino Verde P., Balao, Guayas",1776,2016,75,"Singapore",3.5,"Ecuador","Gorzka"
"Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,67,"Singapore",3.75,"Tanzania","Deserowa"
"Franceschi","Choroni",1355,2014,70,"Venezuela",3.5,"Venezuela","Deserowa"
"Franceschi","Ocumare",1355,2014,70,"Venezuela",3.75,"Venezuela","Deserowa"
"Franceschi","Canoabo",911,2012,70,"Venezuela",3.75,"Venezuela","Deserowa"
"Franceschi","Sur del Lago",915,2012,60,"Venezuela",3.5,"Venezuela","Deserowa"
"Frederic Blondeel","Costa Rica",1538,2015,70,"Belgium",3.5,"Costa Rica","Deserowa"
"Frederic Blondeel","Peru Brutus",1538,2015,75,"Belgium",3.5,"Peru","Gorzka"
"Frederic Blondeel","Vietnam",1542,2015,80,"Belgium",3,"Vietnam","Gorzka"
"Frederic Blondeel","Ghana",1351,2014,60,"Belgium",3.5,"Ghana","Deserowa"
"Frederic Blondeel","Madagascar",1351,2014,65,"Belgium",3.5,"Madagascar","Deserowa"
"French Broad","Norandino, batch 161208",1940,2017,70,"U.S.A.",3.5,"Peru","Deserowa"
"French Broad","Guatemala",1634,2015,73,"U.S.A.",3.5,"Guatemala","Gorzka"
"French Broad","San Andres",1209,2014,80,"U.S.A.",3,"Costa Rica","Gorzka"
"French Broad","Matagalpa",1295,2014,68,"U.S.A.",3.25,"Nicaragua","Deserowa"
"French Broad","Palo Blanco, Chulucanas",1042,2013,66,"U.S.A.",3.5,"Peru","Deserowa"
"French Broad","Tumbes Coop",883,2012,70,"U.S.A.",2.5,"Peru","Deserowa"
"French Broad","Palo Blanco, Chulucanas",883,2012,61,"U.S.A.",3.5,"Peru","Deserowa"
"French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,81,"U.S.A.",2,"Peru","Gorzka"
"French Broad","Maranon Canyon, Fortunato No. 4",781,2011,70,"U.S.A.",3.5,"Peru","Deserowa"
"French Broad","La Red",785,2011,65,"U.S.A.",3.5,"Dominican Republic","Deserowa"
"Fresco","Maranon, #228, MR, SC",1383,2014,70,"U.S.A.",3,"Peru","Deserowa"
"Fresco","Maranon, #227, LR, MC",1383,2014,70,"U.S.A.",3.5,"Peru","Deserowa"
"Fresco","Maranon, #229, MR, LC",1383,2014,70,"U.S.A.",3.5,"Peru","Deserowa"
"Fresco","Maranon, #230, DR, LC",1387,2014,70,"U.S.A.",3.5,"Peru","Deserowa"
"Fresco","Conacado, #223, MR, SC",1030,2013,72,"U.S.A.",3.25,"Dominican Republic","Gorzka"
"Fresco","Conacado, #224, MR, MC",1081,2013,72,"U.S.A.",3.75,"Dominican Republic","Gorzka"
"Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70,"U.S.A.",3.75,"Peru","Deserowa"
"Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70,"U.S.A.",4,"Peru","Deserowa"
"Fresco","Markham Valley, #219, LR, MC",899,2012,69,"U.S.A.",3.5,"Papua New Guinea","Deserowa"
"Fresco","Markham Valley, #221, DR, MC",899,2012,69,"U.S.A.",3.5,"Papua New Guinea","Deserowa"
"Fresco","Sambirano Valley, #216, MR, LC",915,2012,74,"U.S.A.",4,"Madagascar","Gorzka"
"Fresco","Markham Valley, #220, MR, MC",927,2012,69,"U.S.A.",4,"Papua New Guinea","Deserowa"
"Fresco","Markham Valley, #222, LR, 0C",931,2012,69,"U.S.A.",3,"Papua New Guinea","Deserowa"
"Fresco","Ghana, #211, MR, MC",636,2011,74,"U.S.A.",2.75,"Ghana","Gorzka"
"Fresco","Jamaica, #209, DR, SC",642,2011,70,"U.S.A.",3.25,"Jamaica","Deserowa"
"Fresco","Conacado, #212, LR, SC",642,2011,72,"U.S.A.",3.5,"Dominican Republic","Gorzka"
"Fresco","Jamaica, #210, DR, MC",642,2011,70,"U.S.A.",3.5,"Jamaica","Deserowa"
"Fresco","Sambirano Valley, #214, LR, MC",682,2011,74,"U.S.A.",2.75,"Madagascar","Gorzka"
"Fresco","Conacado, #213, DR, -C",682,2011,72,"U.S.A.",3.25,"Dominican Republic","Gorzka"
"Fresco","Sambirano Valley, #215, MR, MC",688,2011,74,"U.S.A.",3,"Madagascar","Gorzka"
"Fresco","Chuao, #218, MR, MC",745,2011,76,"U.S.A.",3.25,"Venezuela","Gorzka"
"Fresco","Chuao, #217, DR, MC",745,2011,70,"U.S.A.",4,"Venezuela","Deserowa"
"Fresco","Jamaica, #204, DR, SC",370,2009,80,"U.S.A.",2.75,"Jamaica","Gorzka"
"Fresco","Jamaica, #206, DR, LC",370,2009,70,"U.S.A.",3,"Jamaica","Deserowa"
"Fresco","Jamaica, #205, DR, MC",370,2009,70,"U.S.A.",3.25,"Jamaica","Deserowa"
"Fresco","Carenero Superior, #203, MR, SC",370,2009,65,"U.S.A.",3.5,"Venezuela","Deserowa"
"Friis Holm","Rugoso, Bad Fermentation",1912,2016,70,"Denmark",3.5,"Nicaragua","Deserowa"
"Friis Holm (Bonnat)","La Dalia",1680,2015,60,"Denmark",3,"Nicaragua","Deserowa"
"Friis Holm (Bonnat)","La Dalia",1680,2015,85,"Denmark",3.25,"Nicaragua","Gorzka"
"Friis Holm (Bonnat)","La Dalia",1259,2014,70,"Denmark",3.5,"Nicaragua","Deserowa"
"Friis Holm (Bonnat)","Barba, Xoco",1034,2013,70,"Denmark",3.25,"Nicaragua","Deserowa"
"Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,70,"Denmark",3.5,"Nicaragua","Deserowa"
"Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,70,"Denmark",3.25,"Nicaragua","Deserowa"
"Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,70,"Denmark",3.25,"Honduras","Deserowa"
"Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,70,"Denmark",3.25,"Nicaragua","Deserowa"
"Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,70,"Denmark",3.75,"Nicaragua","Deserowa"
"Friis Holm (Bonnat)","Johe, Xoco",623,2011,70,"Denmark",3.25,"Nicaragua","Deserowa"
"Friis Holm (Bonnat)","Chuno, Xoco",623,2011,70,"Denmark",3.5,"Nicaragua","Deserowa"
"Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,70,"Denmark",3.5,"Nicaragua","Deserowa"
"Fruition","Wild Bolivian, Batch 2",1780,2016,74,"U.S.A.",3.75,"Bolivia","Gorzka"
"Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,74,"U.S.A.",4,"Costa Rica","Gorzka"
"Fruition","Gran Couva",1347,2014,70,"U.S.A.",3.75,"Trinidad","Deserowa"
"Fruition","Maranon",1359,2014,76,"U.S.A.",3,"Peru","Gorzka"
"Fruition","La Red",1046,2013,70,"U.S.A.",3.75,"Dominican Republic","Deserowa"
"Fruition","Camino Verde",1185,2013,75,"U.S.A.",3,"Ecuador","Gorzka"
"Fruition","Peru",863,2012,70,"U.S.A.",2.5,"Peru","Deserowa"
"Fruition","Signature Blend",753,2011,66,"U.S.A.",3.25,"Costa Rica","Deserowa"
"Fruition","Costa Rica",781,2011,70,"U.S.A.",3,"Costa Rica","Deserowa"
"Garden Island","Kaua'I, Alea Estate +world",1367,2014,85,"U.S.A.",2.5,"Hawaii","Gorzka"
"Georgia Ramon","Akesson P.",1642,2015,65,"Germany",3.25,"Madagascar","Deserowa"
"Georgia Ramon","ABOCFA Coop",1642,2015,70,"Germany",4,"Ghana","Deserowa"
"Georgia Ramon","Conacado Coop",1646,2015,70,"Germany",3.5,"Domincan Republic","Deserowa"
"Georgia Ramon","Conacado Coop",1646,2015,80,"Germany",3.5,"Domincan Republic","Gorzka"
"Georgia Ramon","Akesson P.",1646,2015,75,"Germany",3.5,"Madagascar","Gorzka"
"Glennmade","Toledo District, 2015 Harvest",1848,2016,70,"U.S.A.",3.5,"Belize","Deserowa"
"Glennmade","Bahia",1672,2015,66,"U.S.A.",3,"Brazil","Deserowa"
"Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,77,"U.S.A.",2.75,"Mexico","Gorzka"
"Goodnow Farms","El Carmen, batch 1003",1924,2016,77,"U.S.A.",3.25,"Nicaragua","Gorzka"
"Goodnow Farms","Asochivite, batch 1005",1924,2016,77,"U.S.A.",3.25,"Guatemala","Gorzka"
"Grand Place","Ben Tre, Dong Nai",741,2011,72,"Vietnam",3,"Vietnam","Gorzka"
"Green & Black's (ICAM)","Dark",15,2006,70,"U.K.",2.5," ","Deserowa"
"Green Bean to Bar","Madagascar",1896,2016,70,"Japan",3.5,"Madagascar","Deserowa"
"Grenada Chocolate Co.","Grenada",494,2010,82,"Grenada",3.25,"Grenada","Gorzka"
"Grenada Chocolate Co.","Grenada",363,2009,60,"Grenada",2.75,"Grenada","Deserowa"
"Grenada Chocolate Co.","Grenada",241,2008,71,"Grenada",2.5,"Grenada","Gorzka"
"Guido Castagna","Arriba",355,2009,64,"Italy",3,"Ecuador","Deserowa"
"Guido Castagna","Ghana",355,2009,64,"Italy",3,"Ghana","Deserowa"
"Guido Castagna","Trinidad & Tobago",355,2009,64,"Italy",3,"Trinidad, Tobago","Deserowa"
"Guido Castagna","Lacri Blend",355,2009,76,"Italy",3,"Venezuela","Gorzka"
"Guido Castagna","Blend",355,2009,64,"Italy",3.25,"Ven, Trinidad, Ecuador","Deserowa"
"Guittard","Epique, Blend No. 49",1602,2015,70,"U.S.A.",3.75," ","Deserowa"
"Guittard","Haiti",1053,2013,65,"U.S.A.",2.75,"Haiti","Deserowa"
"Guittard","Nicaragua",1053,2013,65,"U.S.A.",2.75,"Nicaragua","Deserowa"
"Guittard","Jamaica",1053,2013,65,"U.S.A.",3.25,"Jamaica","Deserowa"
"Guittard","Ecuador",1053,2013,65,"U.S.A.",3.5,"Ecuador","Deserowa"
"Guittard","Coucher du Soleil",654,2011,72,"U.S.A.",2.75," ","Gorzka"
"Guittard","Lever du Soleil",654,2011,61,"U.S.A.",3.25," ","Deserowa"
"Guittard","Onyx",654,2011,72,"U.S.A.",3.25," ","Gorzka"
"Guittard","Trinidad",552,2010,65,"U.S.A.",3,"Trinidad","Deserowa"
"Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55,"U.S.A.",3,"Hawaii","Deserowa"
"Guittard","Nocturne",387,2009,91,"U.S.A.",3," ","Gorzka"
"Guittard","Complexite",387,2009,70,"U.S.A.",3.5," ","Deserowa"
"Guittard","Machu Pichu",259,2008,65,"U.S.A.",3,"Peru","Deserowa"
"Guittard","Special Maker Reserve",276,2008,64,"U.S.A.",3," ","Deserowa"
"Guittard","Ocumare",276,2008,65,"U.S.A.",3.5,"Venezuela","Deserowa"
"Guittard","Quetzalcoatl",147,2007,72,"U.S.A.",3.5," ","Gorzka"
"Guittard","Chucuri",15,2006,65,"U.S.A.",3,"Colombia","Deserowa"
"Guittard","Sur del Lago",87,2006,65,"U.S.A.",2.5,"Venezuela","Deserowa"
"Guittard","Sambirano, Ambanja",87,2006,65,"U.S.A.",3.5,"Madagascar","Deserowa"
"Guittard","Los Rios, Quevedo",93,2006,65,"U.S.A.",3.5,"Ecuador","Deserowa"
"Guittard","Tsaranta",93,2006,61,"U.S.A.",3.5," ","Deserowa"
"Guittard","Semisweet",99,2006,61,"U.S.A.",3," ","Deserowa"
"Habitual","Papua New Guinea",1197,2014,80,"Canada",2.75,"Papua New Guinea","Gorzka"
"Habitual","Campesino w/ nibs",1197,2014,74,"Canada",2.75," ","Gorzka"
"Habitual","Dominican Republic",1197,2014,75,"Canada",3.25,"Dominican Republic","Gorzka"
"Habitual","Trinitario",1197,2014,70,"Canada",3.5," ","Deserowa"
"Habitual","Downtown London",1201,2014,65,"Canada",2.75," ","Deserowa"
"Habitual","Africa meets Latina",1201,2014,70,"Canada",3," ","Deserowa"
"Habitual","Amazonas",1201,2014,80,"Canada",3," ","Gorzka"
"Habitual","Sharkey",1201,2014,66,"Canada",3.25,"Hawaii","Deserowa"
"Habitual","one hundred",1205,2014,100,"Canada",2," ","Gorzka"
"Hachez","Arriba",166,2007,77,"Germany",2.5,"Ecuador","Gorzka"
"Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,55,"Ecuador",2.75,"Ecuador","Deserowa"
"Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,70,"Ecuador",3,"Ecuador","Deserowa"
"Haigh","South America and Africa",701,2011,70,"Australia",3,"South America, Africa","Deserowa"
"Harper Macaw","Vale do Juliana, w/ nibs",1808,2016,85,"U.S.A.",3.25,"Brazil","Gorzka"
"Harper Macaw","Brazil Blend",1696,2015,67,"U.S.A.",3,"Brazil","Deserowa"
"Harper Macaw","Tome Acu E., Amazon Rainforest",1700,2015,77,"U.S.A.",3.5,"Brazil","Gorzka"
"Harper Macaw","Vale do Juliana E., Atlantic Forest",1700,2015,74,"U.S.A.",3.5,"Brazil","Gorzka"
"Heilemann","Peru",1876,2016,64,"Germany",2.75,"Peru","Deserowa"
"Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70,"U.S.A.",3.25,"Belize","Deserowa"
"Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,74,"U.S.A.",3.5,"Costa Rica","Gorzka"
"Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,67,"U.S.A.",3.5,"Bolivia","Deserowa"
"Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67,"U.S.A.",3,"Bolivia","Deserowa"
"Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67,"U.S.A.",3.75,"Ecuador","Deserowa"
"Heirloom Cacao Preservation (Guittard)","Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67,"U.S.A.",3.75,"Hawaii","Deserowa"
"Heirloom Cacao Preservation (Manoa)","Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72,"U.S.A.",3.5,"Hawaii","Gorzka"
"Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70,"U.S.A.",3.5,"Ecuador","Deserowa"
"Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77,"U.S.A.",3.5,"Ecuador","Gorzka"
"Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,68,"U.S.A.",3.75,"Bolivia","Deserowa"
"Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72,"U.S.A.",4,"Bolivia","Gorzka"
"hello cocoa","Uganda",1458,2015,57,"U.S.A.",2.75,"Uganda","Deserowa"
"hello cocoa","Venezuela",1462,2015,74,"U.S.A.",3.5,"Venezuela","Gorzka"
"hexx","Tanzania",1546,2015,70,"U.S.A.",2.75,"Tanzania","Deserowa"
"hexx","Madagascar",1546,2015,74,"U.S.A.",3,"Madagascar","Gorzka"
"hexx","Venezuela",1546,2015,70,"U.S.A.",3,"Venezuela","Deserowa"
"hexx","Ecuador",1550,2015,73,"U.S.A.",3.25,"Ecuador","Gorzka"
"hexx","Peru",1550,2015,70,"U.S.A.",3.25,"Peru","Deserowa"
"Hogarth","Akesson's Estate",1712,2016,70,"New Zealand",2.75,"Madagascar","Deserowa"
"Hogarth","Carenero Superior",1712,2016,72,"New Zealand",2.75,"Venezuela","Gorzka"
"Hogarth","Conacado",1712,2016,75,"New Zealand",3.25,"Domincan Republic","Gorzka"
"Hogarth","Gran Blanco",1712,2016,66,"New Zealand",3.5,"Peru","Deserowa"
"Hoja Verde (Tulicorp)","Arriba",414,2009,80,"Ecuador",2,"Ecuador","Gorzka"
"Hoja Verde (Tulicorp)","Manabi",414,2009,80,"Ecuador",2.5,"Ecuador","Gorzka"
"Hoja Verde (Tulicorp)","Arriba",414,2009,72,"Ecuador",3,"Ecuador","Gorzka"
"Hoja Verde (Tulicorp)","Arriba",414,2009,58,"Ecuador",3.25,"Ecuador","Deserowa"
"Hoja Verde (Tulicorp)","Manabi",414,2009,58,"Ecuador",3.5,"Ecuador","Deserowa"
"Holy Cacao","Maranon",1872,2016,70,"Israel",2.75,"Peru","Deserowa"
"Holy Cacao","Camino Verde P., Balao, Guayas",1466,2015,70,"Israel",3.5,"Ecuador","Deserowa"
"Holy Cacao","Sambirano",1466,2015,70,"Israel",3.5,"Madagascar","Deserowa"
"Holy Cacao","Gran Couva",1466,2015,70,"Israel",3.5,"Trinidad","Deserowa"
"Holy Cacao","Mara",1466,2015,70,"Israel",3.5,"Venezuela","Deserowa"
"Holy Cacao","Ivory Coast",431,2009,70,"Israel",2.5,"Ivory Coast","Deserowa"
"Holy Cacao","Hispaniola",431,2009,70,"Israel",2.75,"Dominican Republic","Deserowa"
"Holy Cacao","San Martin",431,2009,70,"Israel",3.5,"Peru","Deserowa"
"Holy Cacao","Hispaniola w/ nibs",431,2009,75,"Israel",3.75,"Dominican Republic","Gorzka"
"Honest","Ecuador, w/ nibs",1327,2014,72,"South Africa",2.5,"Ecuador","Gorzka"
"Hotel Chocolat","Pepiniere, single Cote",1654,2015,70,"U.K.",2.75,"St. Lucia","Deserowa"
"Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,70,"U.K.",4,"St. Lucia","Deserowa"
"Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,100,"U.K.",1.75,"St. Lucia","Gorzka"
"Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,75,"U.K.",3,"Trinidad","Gorzka"
"Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,80,"U.K.",3.5,"Vietnam","Gorzka"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,90,"U.K.",3,"Ecuador","Gorzka"
"Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,72,"U.K.",3,"Madagascar","Gorzka"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,82,"U.K.",3.5,"Ecuador","Gorzka"
"Hotel Chocolat (Coppeneur)","Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100,"U.K.",2.75,"Peru","Gorzka"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100,"U.K.",2.5,"Ecuador","Gorzka"
"Hotel Chocolat (Coppeneur)","Conacado, 2012, 120hr c.",1113,2013,100,"U.K.",2.75,"Dominican Republic","Gorzka"
"Hotel Chocolat (Coppeneur)","Sambirano",809,2012,66,"U.K.",3.5,"Madagascar","Deserowa"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,80,"U.K.",3,"Ecuador","Gorzka"
"Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,65,"U.K.",3,"St. Lucia","Deserowa"
"Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,65,"U.K.",3.25,"St. Lucia","Deserowa"
